image_top_1	new_class
2220.0	квартира,
1512.0	тэн
2219.0	квартира,
1559.0	икона
53.0	ветровка
1164.0	картофель
2094.0	продам
1142.0	ваз
80.0	платье
1700.0	машинка
-1.0	квартира,
1617.0	зеркало
1603.0	чучело
73.0	костюм
1089.0	презервативы
55.0	шапочка
-1.0	квартира,
1447.0	диван
426.0	тапки(слипы)
1308.0	дом
43.0	кеды
99.0	девочки
1846.0	микроволновая
2261.0	регистрация
2832.0	игровой
-1.0	квартира,
2926.0	alcatel
896.0	лего
1057.0	грузоперевозки
1102.0	chevrolet
675.0	сервис
1118.0	toyota
2285.0	книга
458.0	ботинки
1407.0	жалюзи
1055.0	газ
1320.0	участке
94.0	зимний
2865.0	видеокарта
-1.0	квартира,
450.0	туфли
582.0	комбинезон
552.0	бюстгальтер
1491.0	туалетный
3049.0	dvd
96.0	куртка
2932.0	samsung
2874.0	чехол
-1.0	квартира,
53.0	ветровка
82.0	платье
46.0	туфли
509.0	куртка
1562.0	картина
1132.0	ford
3022.0	телевизор
2007.0	aлкatel
2220.0	квартира,
2262.0	ваз
553.0	боди
3056.0	центр
42.0	комбинезон
1077.0	ямобур
957.0	пинки
1330.0	раствор
2839.0	шлейф
796.0	автолюлька
2264.0	ваз
404.0	платье
1984.0	индезит
626.0	кофта
2815.0	флешка
84.0	комбинезон
1308.0	дом
2909.0	чехол
418.0	мокасины
1295.0	участке
1859.0	квартира,
2108.0	заботливые
1154.0	стеллажи
505.0	босоножки
52.0	куртка
2040.0	клетка
3053.0	gopro
65.0	футболка
114.0	блузка
664.0	колготки
120.0	костюм
81.0	юбка
-1.0	квартира,
45.0	кроссовки
2217.0	квартира,
3027.0	триколор
79.0	костюм
658.0	джинсы
90.0	пинетки
297.0	сумочка
82.0	платье
1984.0	индезит
47.0	ботинки
248.0	новая
823.0	кроватка
1783.0	плита
95.0	куртка
2264.0	ваз
2649.0	коньки
527.0	куртка
-1.0	квартира,
1996.0	машина
401.0	платье
94.0	зимний
2950.0	продам
1222.0	бетономешалка
1050.0	учебник
489.0	сапоги
82.0	платье
508.0	кожаный
1339.0	продам
2918.0	iphone
1108.0	ваз
2699.0	обруч
52.0	куртка
387.0	платье
-1.0	квартира,
919.0	машинки
42.0	комбинезон
544.0	шуба
1282.0	участке
1118.0	toyota
-1.0	квартира,
1004.0	санки
2425.0	года
2264.0	ваз
109.0	костюм
1842.0	блендерный
120.0	костюм
1138.0	продам
1428.0	кухонный
787.0	ресниц
2196.0	отдам
2514.0	пианино
1783.0	плита
93.0	сандали
2923.0	one
53.0	ветровка
14.0	браслет
2772.0	мфу
85.0	кеды
97.0	ветровка
2370.0	велосипед
3043.0	приставка
427.0	ботиночки
3049.0	dvd
2852.0	intel
1002.0	коляска
1972.0	пылесос
3018.0	мощный,офисный
2924.0	lenovo
1679.0	company
2814.0	продам
823.0	кроватка
2845.0	монитор
1457.0	телевизор
2924.0	lenovo
567.0	джинсы
2818.0	kingston
105.0	шапочка
2581.0	кольцо
2491.0	tc
786.0	тени
22.0	серьги
2933.0	lumia
47.0	ботинки
2418.0	доллар
-1.0	квартира,
2926.0	alcatel
1002.0	коляска
-1.0	квартира,
2900.0	psp
425.0	туфли
1231.0	болгарка
659.0	брюки
-1.0	квартира,
1295.0	участке
2262.0	ваз
2274.0	ведущая
31.0	часы
2196.0	отдам
1078.0	квартира,
505.0	босоножки
2918.0	iphone
1020.0	ванночка
1804.0	бирюса-
793.0	маска
546.0	платье
1003.0	кенгуру
2073.0	рыже-белый
-1.0	квартира,
2918.0	iphone
1222.0	бетономешалка
403.0	платье
79.0	костюм
1327.0	экструзия,
3022.0	телевизор
-1.0	квартира,
419.0	ботинки
711.0	пантокальцин
42.0	комбинезон
882.0	коврик
645.0	куртка
49.0	резиновые
223.0	кепка
2813.0	роутер
580.0	джинсы
3030.0	колонки
3012.0	пульт
2916.0	fly
2264.0	ваз
2934.0	телефон
1138.0	продам
2831.0	джостик
2852.0	intel
1536.0	журнальный
112.0	кофта
745.0	корсет
2519.0	гитара
44.0	сандали
98.0	костюм
2221.0	квартира,
98.0	костюм
96.0	куртка
2370.0	велосипед
-1.0	квартира,
1291.0	брусчатка
1477.0	плафон
1337.0	дом
2731.0	кроссовки
2657.0	пара
98.0	костюм
91.0	резиновые
536.0	дубленка
-1.0	квартира,
2305.0	комбинезон
1057.0	грузоперевозки
2264.0	ваз
91.0	резиновые
508.0	кожаный
-1.0	квартира,
1369.0	щенки
91.0	резиновые
413.0	рубашка
2848.0	монитор
1126.0	шлем
-1.0	квартира,
2264.0	ваз
2370.0	велосипед
2570.0	чокер
45.0	кроссовки
42.0	комбинезон
3022.0	телевизор
1296.0	участке
2144.0	щенки
1146.0	ваз
1978.0	пылесос
1530.0	стол
-1.0	квартира,
2219.0	квартира,
2932.0	samsung
2470.0	сантехник
2221.0	квартира,
24.0	браслет
53.0	ветровка
419.0	ботинки
560.0	платье
707.0	пельменница
52.0	куртка
251.0	платье
1348.0	тачка
778.0	полоски
16.0	серьги
2394.0	бинокль
2359.0	шлем
1086.0	ремонт
2321.0	крепление
1267.0	генератор
425.0	туфли
560.0	платье
1303.0	х
564.0	платье
76.0	рубашка
1457.0	телевизор
63.0	костюм
2549.0	шахматы
2865.0	видеокарта
399.0	платье
1326.0	обои
1412.0	участке
609.0	шорты
-1.0	квартира,
1285.0	участке
-1.0	квартира,
2264.0	ваз
603.0	форма
-1.0	квартира,
2056.0	кошка
112.0	кофта
415.0	платье
118.0	джинсы
2420.0	переходник
418.0	мокасины
2264.0	ваз
530.0	куртка
47.0	ботинки
1132.0	ford
2267.0	юрист
2801.0	whammy
438.0	ботильоны
-1.0	квартира,
1529.0	стул
248.0	новая
81.0	юбка
1697.0	пылесос
2286.0	книга
-1.0	квартира,
1002.0	коляска
449.0	сапоги
1002.0	коляска
659.0	брюки
622.0	футболка
1192.0	банная
2218.0	квартира,
470.0	defort
531.0	жилетка
-1.0	квартира,
1055.0	газ
395.0	платье
2642.0	шлем
1305.0	участок
2219.0	квартира,
84.0	комбинезон
-1.0	квартира,
1077.0	ямобур
2218.0	квартира,
1027.0	купания
693.0	гантели
2996.0	объектив
1541.0	кожух
91.0	резиновые
640.0	бутсы
1284.0	дом
1598.0	одежда
436.0	ботинки
567.0	джинсы
97.0	ветровка
1767.0	привезу
1429.0	квартира,
1028.0	ванночка
1132.0	ford
86.0	кроссовки
1630.0	модель
374.0	юбка
2898.0	playstation
554.0	купальник
528.0	куртка
628.0	кофта
508.0	кожаный
-1.0	квартира,
1309.0	участке
122.0	рубашка
-1.0	квартира,
2888.0	ps
52.0	куртка
2262.0	ваз
233.0	термо
1697.0	пылесос
75.0	конверт
2219.0	квартира,
2908.0	модем
2219.0	квартира,
2271.0	шугаринг
2492.0	yamaha
90.0	пинетки
-1.0	квартира,
-1.0	квартира,
1490.0	стенка
2200.0	джунгарик
94.0	зимний
2694.0	тренажёр
968.0	прыгунки
126.0	шорты
120.0	костюм
1601.0	ваза
1822.0	пароварка
288.0	сумка
2890.0	продам
3038.0	цифровая
97.0	ветровка
88.0	ботинки
79.0	костюм
560.0	платье
2865.0	видеокарта
2264.0	ваз
45.0	кроссовки
1313.0	лист
826.0	манеж
666.0	продам
2264.0	ваз
1215.0	фрезер
395.0	платье
1437.0	кровать
96.0	куртка
84.0	комбинезон
52.0	куртка
415.0	платье
1095.0	стелажи
399.0	платье
584.0	брюки
1838.0	кофеварка
1137.0	продам
2918.0	iphone
-1.0	квартира,
3046.0	наушники
2906.0	zte
-1.0	квартира,
1002.0	коляска
2789.0	блок
54.0	костюм
960.0	мобиль
1886.0	сплит-система
1116.0	продам
53.0	ветровка
2162.0	отдам
2264.0	ваз
667.0	жилетка
448.0	adidas
-1.0	квартира,
1118.0	toyota
1308.0	дом
1198.0	радиатор
496.0	балетки
1429.0	квартира,
-1.0	квартира,
423.0	кроссовки
274.0	женская
2983.0	участок
776.0	матовые
1846.0	микроволновая
1490.0	стенка
1531.0	стол
3042.0	dvd
1407.0	жалюзи
505.0	босоножки
-1.0	квартира,
1964.0	робот
580.0	джинсы
1815.0	двери
2928.0	телефоны
1409.0	квартира,
91.0	резиновые
1377.0	дверь
-1.0	квартира,
649.0	куртка
641.0	ботинки
1400.0	продам
2263.0	репетитор
2150.0	ангелы
1148.0	лодка
2918.0	iphone
1516.0	участке
2642.0	шлем
3057.0	lg
1002.0	коляска
-1.0	квартира,
2932.0	samsung
1412.0	участке
1376.0	гараж,
96.0	куртка
808.0	подогреватель
97.0	ветровка
-1.0	квартира,
2768.0	мини
1447.0	диван
97.0	ветровка
-1.0	квартира,
97.0	ветровка
894.0	лего
2904.0	х
998.0	щенячий
1165.0	участок
2219.0	квартира,
2922.0	iphone
41.0	боди
2897.0	sony
98.0	костюм
527.0	куртка
1338.0	дом
2218.0	квартира,
840.0	квартира,
42.0	комбинезон
2918.0	iphone
1118.0	toyota
54.0	костюм
1118.0	toyota
565.0	костюм
594.0	crocs
42.0	комбинезон
1301.0	калючка
2789.0	блок
569.0	кардиган
2962.0	ноутбук
88.0	ботинки
510.0	пуховик
2274.0	ведущая
2693.0	гриф,
1145.0	участок
45.0	кроссовки
71.0	джинсы
2729.0	стол
2723.0	dji
2281.0	платье
3022.0	телевизор
2219.0	квартира,
-1.0	квартира,
1132.0	ford
2170.0	терьера
378.0	юбка
2043.0	лоток
98.0	костюм
1653.0	набор
2852.0	intel
69.0	комбинезон
2918.0	iphone
-1.0	квартира,
622.0	футболка
375.0	юбка
1312.0	резцы
1290.0	квартира,
440.0	босоножки
545.0	куртка
410.0	платье
2219.0	квартира,
1691.0	дистиллятор
3022.0	телевизор
3048.0	наушники
1587.0	золотая
1002.0	коляска
1272.0	тиски
1613.0	картина
47.0	ботинки
119.0	джинсы
2932.0	samsung
1439.0	кровать
83.0	боди
105.0	шапочка
375.0	юбка
114.0	блузка
1403.0	сетки
1751.0	фиалка
34.0	часы
2960.0	hp
1082.0	заказ
1284.0	дом
648.0	куртка
86.0	кроссовки
1102.0	chevrolet
1002.0	коляска
44.0	сандали
1715.0	тески
-1.0	квартира,
1391.0	камера
1116.0	продам
1102.0	chevrolet
80.0	платье
1034.0	труба
81.0	юбка
1096.0	офис
605.0	платье
2777.0	gta
2002.0	холодильников
1599.0	деревья
2218.0	квартира,
-1.0	квартира,
108.0	платье
82.0	платье
2506.0	дорожный
1301.0	калючка
387.0	платье
2256.0	романтический
2160.0	щенки
1793.0	холодильник
1102.0	chevrolet
-1.0	квартира,
821.0	шезлонг
627.0	футболка
1055.0	газ
811.0	кормления
2272.0	продвижение
81.0	юбка
-1.0	квартира,
1457.0	телевизор
45.0	кроссовки
1304.0	тротуарная
1118.0	toyota
438.0	ботильоны
1002.0	коляска
2918.0	iphone
771.0	вода
3014.0	аудиокассеты
1431.0	диван
98.0	костюм
84.0	комбинезон
47.0	ботинки
2472.0	фигурки
91.0	резиновые
1990.0	стиральная
55.0	шапочка
1284.0	дом
1071.0	станок
655.0	пальто
1108.0	ваз
2824.0	combaterwing
1057.0	грузоперевозки
1022.0	купания
527.0	куртка
3025.0	ресиверс
98.0	костюм
830.0	самокат
61.0	кофта
641.0	ботинки
403.0	платье
1834.0	весы
1145.0	участок
2264.0	ваз
796.0	автолюлька
41.0	боди
265.0	сумка
1484.0	шкаф
1002.0	коляска
1267.0	генератор
110.0	кофта
55.0	шапочка
577.0	женский
472.0	кроссовки
450.0	туфли
-1.0	квартира,
1055.0	газ
2271.0	шугаринг
43.0	кеды
2853.0	ddr
1728.0	дача
53.0	ветровка
1828.0	йогуртница
1055.0	газ
2262.0	ваз
2219.0	квартира,
656.0	костюм
1431.0	диван
641.0	ботинки
667.0	жилетка
2589.0	мед
823.0	кроватка
2860.0	диск
2826.0	мышь
1437.0	кровать
523.0	пальто
535.0	плащ
2813.0	роутер
53.0	ветровка
413.0	рубашка
38.0	часы
955.0	кукла
1490.0	стенка
1431.0	диван
-1.0	квартира,
2916.0	fly
91.0	резиновые
2264.0	ваз
2323.0	мультитул(многофункциональный
96.0	куртка
425.0	туфли
2041.0	наполнитель
436.0	ботинки
2219.0	квартира,
3046.0	наушники
2014.0	аквариум
2219.0	квартира,
1166.0	мед
1784.0	плита
-1.0	квартира,
588.0	брюки
1002.0	коляска
-1.0	квартира,
642.0	ботинки
2483.0	кольцо
355.0	ту
3056.0	центр
632.0	футболка
-1.0	квартира,
2918.0	iphone
107.0	кофта
-1.0	квартира,
409.0	платье
97.0	ветровка
690.0	слуховой
386.0	платье
1766.0	продам
1288.0	участке
1802.0	отличный
549.0	белье
399.0	платье
644.0	берцы
2009.0	bqbqm-
-1.0	квартира,
2188.0	продам
432.0	туфли
208.0	прогулочная
2264.0	ваз
1249.0	продам
2097.0	добрые
891.0	электромобиль
1210.0	терморегулятор
45.0	кроссовки
2795.0	компьютер
-1.0	квартира,
2959.0	samsung
1986.0	машина
2370.0	велосипед
656.0	костюм
2063.0	добрые
51.0	куртка
2009.0	bqbqm-
-1.0	квартира,
25.0	кольцо
97.0	ветровка
1416.0	белье
-1.0	квартира,
1470.0	цепочка
399.0	платье
1434.0	диван
1522.0	манекен
404.0	платье
2266.0	помещение
-1.0	квартира,
2272.0	продвижение
-1.0	квартира,
-1.0	квартира,
41.0	боди
23.0	кольцо
-1.0	квартира,
1921.0	плойка
435.0	туфли
567.0	джинсы
1537.0	офисные
981.0	игрушка
501.0	ботильоны
45.0	кроссовки
1886.0	сплит-система
991.0	машинка
2218.0	квартира,
399.0	платье
2711.0	спортивный
2750.0	палитра
1013.0	трусики
83.0	боди
-1.0	квартира,
667.0	жилетка
1597.0	розы
1439.0	кровать
55.0	шапочка
46.0	туфли
2102.0	продам
545.0	куртка
817.0	кормления
2221.0	квартира,
2220.0	квартира,
1440.0	кресло
2906.0	zte
657.0	костюм
457.0	кроссовки
1429.0	квартира,
2936.0	смарт
1132.0	ford
609.0	шорты
560.0	платье
-1.0	квартира,
3043.0	приставка
1080.0	полуприцеп
699.0	ортез
837.0	электромотоцикл
2144.0	щенки
1002.0	коляска
1382.0	труба
2779.0	картриджи
82.0	платье
1302.0	дом
1290.0	квартира,
501.0	ботильоны
78.0	шорты
108.0	платье
662.0	штаны
2855.0	блок
1372.0	квартира,
628.0	кофта
2932.0	samsung
545.0	куртка
2901.0	xbox
1483.0	квартира,
817.0	кормления
2262.0	ваз
2220.0	квартира,
1442.0	кресло
965.0	гараж-парковка
1511.0	стеллажи
593.0	пижама
545.0	куртка
2148.0	прийму
819.0	детская
-1.0	квартира,
1108.0	ваз
1002.0	коляска
1255.0	лобзик
71.0	джинсы
1230.0	дрель
47.0	ботинки
44.0	сандали
-1.0	квартира,
2649.0	коньки
2960.0	hp
63.0	костюм
387.0	платье
505.0	босоножки
2222.0	квартира,
1732.0	фикусята
404.0	платье
425.0	туфли
276.0	сумка
2266.0	помещение
2331.0	камера
2275.0	наращивание
0.0	бижутерия
2435.0	отливка
1827.0	сэндвичница
706.0	ортопедическая
2221.0	квартира,
3032.0	колонки
795.0	покрытие
42.0	комбинезон
2331.0	камера
1217.0	электродвигатель
2277.0	шарики
81.0	юбка
2851.0	матрица
2687.0	велотренажер
1433.0	матрас
-1.0	квартира,
65.0	футболка
2196.0	отдам
66.0	кофта
622.0	футболка
787.0	ресниц
1528.0	стул
2876.0	планшет
1121.0	куртка
1975.0	пылесос
2027.0	клетка
2286.0	книга
3017.0	модем
2262.0	ваз
1092.0	контейнер
109.0	костюм
2918.0	iphone
1027.0	купания
2218.0	квартира,
1057.0	грузоперевозки
1222.0	бетономешалка
2264.0	ваз
97.0	ветровка
97.0	ветровка
1377.0	дверь
2770.0	принтер
85.0	кеды
1489.0	стеллаж
998.0	щенячий
624.0	поло
862.0	коляска
871.0	новогодний
1433.0	матрас
2930.0	meizu
45.0	кроссовки
1939.0	машина
1317.0	участок
823.0	кроватка
2264.0	ваз
-1.0	квартира,
1296.0	участке
2267.0	юрист
583.0	брюки
727.0	лица
2918.0	iphone
1477.0	плафон
248.0	новая
2219.0	квартира,
-1.0	квартира,
2786.0	зарядное
669.0	модные
-1.0	квартира,
1016.0	выписку
404.0	платье
47.0	ботинки
225.0	выпечка
1729.0	строманта
42.0	комбинезон
1139.0	скутер
-1.0	квартира,
1002.0	коляска
618.0	платье
-1.0	квартира,
624.0	поло
3049.0	dvd
95.0	куртка
119.0	джинсы
919.0	машинки
96.0	куртка
1503.0	доска
66.0	кофта
2918.0	iphone
1369.0	щенки
2875.0	ipad
1132.0	ford
2888.0	ps
637.0	кеды
52.0	куртка
567.0	джинсы
2219.0	квартира,
572.0	платье
-1.0	квартира,
-1.0	квартира,
1602.0	зеркало
2220.0	квартира,
1135.0	продам
445.0	балетки
504.0	босоножки
545.0	куртка
609.0	шорты
1490.0	стенка
1619.0	шелковый
2918.0	iphone
1393.0	квартира,
425.0	туфли
492.0	сапоги
489.0	сапоги
2370.0	велосипед
2918.0	iphone
667.0	жилетка
93.0	сандали
2220.0	квартира,
-1.0	квартира,
95.0	куртка
30.0	часы
522.0	пальто
853.0	ходунки
1029.0	бассейн
1420.0	квартира,
1895.0	манометр
409.0	платье
609.0	шорты
797.0	детские
64.0	кофта
667.0	жилетка
560.0	платье
50.0	костюм
399.0	платье
99.0	девочки
1386.0	регулятор
2156.0	щенки
563.0	пальто
2993.0	д
450.0	туфли
2812.0	sony
1673.0	прихватки
1770.0	продаю
3058.0	часы-будильник-радио
2714.0	валик
2220.0	квартира,
2744.0	люстра.
552.0	бюстгальтер
1617.0	зеркало
1108.0	ваз
93.0	сандали
2610.0	самбовка
2218.0	квартира,
1003.0	кенгуру
1002.0	коляска
61.0	кофта
42.0	комбинезон
1441.0	кожаные
257.0	сумка
71.0	джинсы
1971.0	новый
635.0	рубашка
592.0	комбинезон
62.0	мальчика
2182.0	продам
2262.0	ваз
120.0	костюм
95.0	куртка
2054.0	отдам
1308.0	дом
501.0	ботильоны
334.0	шапка
523.0	пальто
96.0	куртка
108.0	платье
399.0	платье
2943.0	nokia
1439.0	кровать
1497.0	поклейка
2932.0	samsung
2264.0	ваз
-1.0	квартира,
651.0	дубленка
2888.0	ps
2796.0	игровой
41.0	боди
2104.0	американский
40.0	алмаг
2263.0	репетитор
-1.0	квартира,
278.0	сумка
2944.0	xiaomi
1141.0	снегоход
2924.0	lenovo
415.0	платье
1688.0	кухонный
2070.0	отдам
501.0	ботильоны
1425.0	матрас
-1.0	квартира,
1113.0	ваз
418.0	мокасины
50.0	костюм
1913.0	продам
1267.0	генератор
2370.0	велосипед
89.0	валенки
2651.0	лонгборд
2195.0	бычки
82.0	платье
1733.0	монстера,тещин
504.0	босоножки
94.0	зимний
1975.0	пылесос
375.0	юбка
2796.0	игровой
2860.0	диск
82.0	платье
1473.0	лампы
96.0	куртка
-1.0	квартира,
2912.0	аккумулятор
-1.0	квартира,
299.0	сумка
569.0	кардиган
1108.0	ваз
499.0	сапоги
2997.0	canon
101.0	шапочка
1410.0	дверь
1526.0	квартира,
61.0	кофта
2937.0	продам
1191.0	квартира,
1308.0	дом
2070.0	отдам
2860.0	диск
1002.0	коляска
2266.0	помещение
49.0	резиновые
2658.0	ролики
1607.0	куклы
42.0	комбинезон
2315.0	сейф
2434.0	значок
-1.0	квартира,
1427.0	кухонные
45.0	кроссовки
592.0	комбинезон
88.0	ботинки
404.0	платье
1302.0	дом
540.0	куртка
-1.0	квартира,
628.0	кофта
1055.0	газ
2939.0	nokia
26.0	бусины
875.0	хай
569.0	кардиган
97.0	ветровка
404.0	платье
545.0	куртка
403.0	платье
734.0	палка
667.0	жилетка
1804.0	бирюса-
-1.0	квартира,
501.0	ботильоны
2852.0	intel
2406.0	ваз
218.0	кошелёк
1318.0	дом
2286.0	книга
44.0	сандали
126.0	шорты
-1.0	квартира,
627.0	футболка
2264.0	ваз
2219.0	квартира,
622.0	футболка
63.0	костюм
2222.0	квартира,
2296.0	костюм
-1.0	квартира,
2042.0	жилет
2368.0	велосипед
783.0	гель-лак
658.0	джинсы
2219.0	квартира,
2962.0	ноутбук
119.0	джинсы
1524.0	кушетка-софа
545.0	куртка
82.0	платье
2918.0	iphone
52.0	куртка
2305.0	комбинезон
703.0	ромашка
2452.0	сириус
523.0	пальто
-1.0	квартира,
1455.0	термобокс
45.0	кроссовки
85.0	кеды
797.0	детские
1131.0	прицеп
1305.0	участок
1288.0	участке
1918.0	волос
567.0	джинсы
44.0	сандали
1433.0	матрас
1116.0	продам
1108.0	ваз
1490.0	стенка
2773.0	мфу
510.0	пуховик
-1.0	квартира,
811.0	кормления
1431.0	диван
584.0	брюки
52.0	куртка
88.0	ботинки
647.0	куртка
1212.0	лестница
201.0	чемодан
101.0	шапочка
2891.0	продается
663.0	куртка
2952.0	вязка
2013.0	обойма
516.0	пальто
2913.0	наушники
47.0	ботинки
449.0	сапоги
533.0	детские
1296.0	участке
539.0	джинсовка
2020.0	собаки
-1.0	квартира,
2960.0	hp
-1.0	квартира,
1002.0	коляска
1409.0	квартира,
2961.0	ноутбук
2909.0	чехол
2815.0	флешка
88.0	ботинки
-1.0	квартира,
3032.0	колонки
1404.0	профессиональная
658.0	джинсы
1384.0	колбасы
2194.0	продаю
2286.0	книга
30.0	часы
110.0	кофта
1057.0	грузоперевозки
559.0	свадебное
1893.0	вентилятор
1164.0	картофель
82.0	платье
1054.0	услуги
501.0	ботильоны
2909.0	чехол
2749.0	калькулятор
632.0	футболка
1290.0	квартира,
-1.0	квартира,
42.0	комбинезон
1088.0	участок
1485.0	комод
1294.0	х
1054.0	услуги
2332.0	видео
42.0	комбинезон
1132.0	ford
664.0	колготки
1089.0	презервативы
2219.0	квартира,
1490.0	стенка
388.0	платье
1528.0	стул
2776.0	кабель
1483.0	квартира,
466.0	туфли
1002.0	коляска
2773.0	мфу
-1.0	квартира,
1522.0	манекен
1217.0	электродвигатель
2219.0	квартира,
2196.0	отдам
1880.0	x
47.0	ботинки
1410.0	дверь
-1.0	квартира,
1107.0	hyundai
-1.0	квартира,
53.0	ветровка
580.0	джинсы
90.0	пинетки
418.0	мокасины
976.0	диагностическая
1132.0	ford
2264.0	ваз
557.0	платье
622.0	футболка
642.0	ботинки
3056.0	центр
2062.0	отдам
2499.0	баян
1376.0	гараж,
59.0	кофта
51.0	куртка
-1.0	квартира,
-1.0	квартира,
2932.0	samsung
67.0	рубашка
2266.0	помещение
2264.0	ваз
2290.0	бак
1108.0	ваз
689.0	рук
1490.0	стенка
2028.0	дождевик
1135.0	продам
453.0	новые
2851.0	матрица
2399.0	гранулы
97.0	ветровка
560.0	платье
1599.0	деревья
1497.0	поклейка
3012.0	пульт
396.0	платье
796.0	автолюлька
1602.0	зеркало
1320.0	участке
1302.0	дом
1528.0	стул
759.0	мастер
2285.0	книга
45.0	кроссовки
82.0	платье
2892.0	one
592.0	комбинезон
20.0	бижутерия
2370.0	велосипед
2951.0	asus
1295.0	участке
47.0	ботинки
1811.0	отличный
1443.0	продам
392.0	платье
2370.0	велосипед
88.0	ботинки
413.0	рубашка
1617.0	зеркало
562.0	пиджак
1118.0	toyota
-1.0	квартира,
2219.0	квартира,
2216.0	попугай
53.0	ветровка
2699.0	обруч
779.0	тушь
453.0	новые
1213.0	торцовая
128.0	циркон
1057.0	грузоперевозки
529.0	куртка
2593.0	альпинизм
260.0	сумка
2513.0	помощь
2309.0	полукомбинезон
3004.0	бинокль
93.0	сандали
1311.0	доставка
510.0	пуховик
260.0	сумка
139.0	обложка
2402.0	пластинки
2926.0	alcatel
518.0	пальто
1139.0	скутер
-1.0	квартира,
1327.0	экструзия,
1118.0	toyota
1377.0	дверь
1456.0	обувница
2960.0	hp
523.0	пальто
1369.0	щенки
81.0	юбка
0.0	бижутерия
50.0	костюм
2272.0	продвижение
2901.0	xbox
80.0	платье
2876.0	планшет
1129.0	вакуумная
55.0	шапочка
565.0	костюм
2795.0	компьютер
2218.0	квартира,
2220.0	квартира,
2218.0	квартира,
1321.0	дача
122.0	рубашка
2932.0	samsung
1433.0	матрас
2496.0	двигатель
934.0	детская
2071.0	хорошие
-1.0	квартира,
404.0	платье
882.0	коврик
2264.0	ваз
425.0	туфли
2220.0	квартира,
2704.0	батут
2219.0	квартира,
26.0	бусины
3048.0	наушники
635.0	рубашка
114.0	блузка
1409.0	квартира,
1132.0	ford
432.0	туфли
534.0	песцовая
114.0	блузка
1305.0	участок
767.0	взрослых
2775.0	ибп
-1.0	квартира,
164.0	женский
2918.0	iphone
585.0	брюки
1838.0	кофеварка
593.0	пижама
2770.0	принтер
1106.0	ваз
2644.0	хоккейные
551.0	продам
1309.0	участке
1439.0	кровать
54.0	костюм
1478.0	пианино
2918.0	iphone
1118.0	toyota
1273.0	курок
2913.0	наушники
1141.0	снегоход
2264.0	ваз
1887.0	кондиционер
641.0	ботинки
2219.0	квартира,
1302.0	дом
3014.0	аудиокассеты
436.0	ботинки
2370.0	велосипед
2963.0	acer
2370.0	велосипед
2849.0	v
942.0	lego
1137.0	продам
1916.0	стрижки
-1.0	квартира,
-1.0	квартира,
2011.0	аквариум
1295.0	участке
535.0	плащ
1633.0	новые,
1834.0	весы
2943.0	nokia
44.0	сандали
91.0	резиновые
2218.0	квартира,
1108.0	ваз
2021.0	клетка
2591.0	крепления
-1.0	квартира,
2040.0	клетка
2219.0	квартира,
2647.0	крепления
2199.0	шиншилла
558.0	шубка
1439.0	кровать
1638.0	xiaomi
71.0	джинсы
1001.0	велосипед
860.0	лошадка-качалка
2919.0	wileyfox
-1.0	квартира,
1431.0	диван
96.0	куртка
1431.0	диван
1456.0	обувница
2942.0	lg
-1.0	квартира,
1295.0	участке
47.0	ботинки
1564.0	отличный
1295.0	участке
527.0	куртка
1405.0	окна
-1.0	квартира,
2649.0	коньки
629.0	свитшот
1002.0	коляска
2719.0	качели
950.0	мозаика
19.0	кольцо
572.0	платье
692.0	кресло
583.0	брюки
2888.0	ps
2237.0	металлоискатель
2262.0	ваз
816.0	горшок
1429.0	квартира,
576.0	жилет
2262.0	ваз
531.0	жилетка
1738.0	фикус
419.0	ботинки
2047.0	пушистые
1261.0	фонарик
-1.0	квартира,
1800.0	холодильник
-1.0	квартира,
528.0	куртка
527.0	куртка
1284.0	дом
499.0	сапоги
99.0	девочки
2518.0	schecter
1002.0	коляска
868.0	услуга
82.0	платье
2221.0	квартира,
91.0	резиновые
1290.0	квартира,
2617.0	ремень
2518.0	schecter
87.0	туфли
1305.0	участок
89.0	валенки
2876.0	планшет
2888.0	ps
2264.0	ваз
2218.0	квартира,
2650.0	скейтборд
853.0	ходунки
53.0	ветровка
2220.0	квартира,
-1.0	квартира,
2218.0	квартира,
787.0	ресниц
1118.0	toyota
968.0	прыгунки
645.0	куртка
3056.0	центр
2219.0	квартира,
2177.0	поддоны.
82.0	платье
1983.0	indesit
2264.0	ваз
2918.0	iphone
2294.0	растительная
1015.0	балдахин
2337.0	вилка
635.0	рубашка
71.0	джинсы
41.0	боди
2909.0	чехол
2763.0	скотч
1296.0	участке
84.0	комбинезон
117.0	джинсы
2218.0	квартира,
2817.0	финишная
1601.0	ваза
54.0	костюм
786.0	тени
505.0	босоножки
560.0	платье
2909.0	чехол
63.0	костюм
116.0	спортивные
-1.0	квартира,
1516.0	участке
2932.0	samsung
1002.0	коляска
1337.0	дом
-1.0	квартира,
403.0	платье
-1.0	квартира,
2728.0	футболка
562.0	пиджак
2325.0	велосипед
1009.0	подушка
638.0	nike
83.0	боди
71.0	джинсы
2215.0	дом
3027.0	триколор
2219.0	квартира,
49.0	резиновые
1511.0	стеллажи
-1.0	квартира,
2963.0	acer
1084.0	продам
1503.0	доска
93.0	сандали
1989.0	стиральная
448.0	adidas
-1.0	квартира,
1784.0	плита
2200.0	джунгарик
1451.0	кресло
1409.0	квартира,
87.0	туфли
95.0	куртка
